region,province,municipal,barangay,dateCommitted,timeCommitted,stageoffelony,offense,offenseType
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,5/31/2023,10:30:00,CONSUMMATED,THEFT  - RPC Art. 308,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,5/31/2023,10:30:00,CONSUMMATED,GRAVE THREATS  - RPC Art. 282,Crimes Against Personal Liberty And Security
CALABARZON,LAGUNA,BAY,MASAYA,6/1/2023,18:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,6/1/2023,15:50:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,6/2/2023,11:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,6/4/2023,18:28:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SAN ANTONIO,6/6/2023,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,BITIN,6/6/2023,10:00:00,CONSUMMATED,ANTI-VIOLENCE AGAINST WOMEN AND THEIR CHILDREN ACT OF 2004  - RA 9262,Republic Act
CALABARZON,LAGUNA,BAY,MASAYA,6/7/2023,18:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,TAGUMPAY,6/10/2023,18:25:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,6/14/2023,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,6/14/2023,16:35:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,PACIANO RIZAL,6/16/2023,18:37:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,6/16/2023,1:30:00,CONSUMMATED,ROBBERY  - RPC Art. 293,Crimes Against Property
CALABARZON,LAGUNA,BAY,BITIN,6/18/2023,15:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SAN AGUSTIN (POB.),6/19/2023,23:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SAN AGUSTIN (POB.),6/19/2023,23:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,6/19/2023,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,6/20/2023,19:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SAN AGUSTIN (POB.),6/20/2023,21:27:00,CONSUMMATED,ANTI-VIOLENCE AGAINST WOMEN AND THEIR CHILDREN ACT OF 2004  - RA 9262,Republic Act
CALABARZON,LAGUNA,BAY,MASAYA,6/21/2023,21:50:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,6/22/2023,7:00:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
CALABARZON,LAGUNA,BAY,DILA,6/26/2023,9:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MAITIM,6/27/2023,12:30:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,6/30/2023,18:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,7/1/2023,17:56:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MASAYA,7/3/2023,22:30:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,7/3/2023,20:50:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,7/6/2023,19:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SAN ANTONIO,7/6/2023,2:45:00,CONSUMMATED,GRAVE THREATS  - RPC Art. 282,Crimes Against Personal Liberty And Security
CALABARZON,LAGUNA,BAY,SAN ANTONIO,7/6/2023,20:20:00,CONSUMMATED,"SPECIAL PROTECTION OF CHILDREN AGAINST CHILD ABUSE, EXPLOITATION AND DISCRIMINATION ACT. (ANTI- CHILD ABUSE LAW)  - RA 7610",Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,7/8/2023,15:50:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,TRANCA,7/9/2023,13:45:00,CONSUMMATED,THEFT  - RPC Art. 308,Crimes Against Property
CALABARZON,LAGUNA,BAY,CALO,7/9/2023,21:58:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,7/11/2023,16:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,PACIANO RIZAL,7/11/2023,19:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,7/12/2023,11:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,TAGUMPAY,7/12/2023,13:38:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,BITIN,7/14/2023,2:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,BITIN,7/16/2023,23:15:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
CALABARZON,LAGUNA,BAY,BITIN,7/16/2023,23:15:00,CONSUMMATED,DISCHARGE OF FIREARMS - RPC Art 254,Quasi-Offenses
CALABARZON,LAGUNA,BAY,SAN ANTONIO,7/18/2023,13:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,7/18/2023,14:35:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MASAYA,7/20/2023,19:30:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,7/21/2023,14:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PACIANO RIZAL,7/22/2023,22:30:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SAN ISIDRO,7/23/2023,1:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,MASAYA,7/25/2023,21:50:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,7/26/2023,14:15:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,7/26/2023,12:55:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,7/27/2023,18:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,7/27/2023,16:00:00,CONSUMMATED,ANTI-RAPE LAW OF 1997 - RA 8353,Republic Act
CALABARZON,LAGUNA,BAY,TAGUMPAY,8/1/2023,15:10:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,SAN ANTONIO,8/2/2023,18:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,BITIN,8/5/2023,16:55:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,8/9/2023,18:40:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,8/9/2023,18:40:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,PUYPUY,8/9/2023,16:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,DILA,8/10/2023,19:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,8/10/2023,18:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,8/10/2023,21:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,8/14/2023,16:40:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,TAGUMPAY,8/15/2023,18:10:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,TAGUMPAY,8/15/2023,17:30:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,SAN NICOLAS (POB.),8/18/2023,14:31:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTA CRUZ,8/19/2023,13:30:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,8/23/2023,21:25:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,8/24/2023,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,8/25/2023,19:55:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,BITIN,8/26/2023,19:20:00,CONSUMMATED,MURDER  - RPC Art. 248,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,8/29/2023,17:18:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TAGUMPAY,8/30/2023,19:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SAN ISIDRO,8/30/2023,18:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,8/31/2023,20:18:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,MASAYA,9/1/2023,19:35:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,9/2/2023,10:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/4/2023,0:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,PACIANO RIZAL,9/4/2023,19:00:00,CONSUMMATED,ANTI-VIOLENCE AGAINST WOMEN AND THEIR CHILDREN ACT OF 2004  - RA 9262,Republic Act
CALABARZON,LAGUNA,BAY,MAITIM,9/6/2023,16:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,MAITIM,9/6/2023,16:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,9/8/2023,20:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/8/2023,19:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,PACIANO RIZAL,9/8/2023,16:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,9/10/2023,17:20:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,9/13/2023,16:44:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,9/14/2023,10:45:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/15/2023,23:30:00,CONSUMMATED,GRAVE THREATS  - RPC Art. 282,Crimes Against Personal Liberty And Security
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/15/2023,23:30:00,CONSUMMATED,OMNIBUS ELECTION CODE OF THE PHILIPPINES - BP 881,Batas Pambansa
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/15/2023,23:30:00,CONSUMMATED,CHALLENGING TO A DUEL  - RPC Art. 261,Crimes Against Persons
CALABARZON,LAGUNA,BAY,SANTA CRUZ,9/16/2023,19:45:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,PUYPUY,9/16/2023,22:05:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,9/17/2023,20:20:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,9/20/2023,12:00:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TAGUMPAY,9/21/2023,18:20:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,9/22/2023,14:35:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,9/23/2023,3:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,TAGUMPAY,9/24/2023,14:35:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,9/27/2023,14:50:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,9/27/2023,13:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,TAGUMPAY,9/27/2023,11:30:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTA CRUZ,9/29/2023,15:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,9/30/2023,19:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,9/30/2023,19:30:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,9/30/2023,15:40:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,SANTO DOMINGO,9/30/2023,14:30:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,MASAYA,10/1/2023,12:15:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,DILA,10/1/2023,0:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,DILA,10/1/2023,0:10:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SAN ISIDRO,10/3/2023,16:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,CALO,10/3/2023,15:00:00,CONSUMMATED,ANTI-GAMBLING LAW - PD 1602,Presedential Decree
CALABARZON,LAGUNA,BAY,DILA,10/4/2023,19:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,SAN ANTONIO,10/5/2023,20:58:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,TRANCA,10/5/2023,1:45:00,CONSUMMATED,GRAVE THREATS  - RPC Art. 282,Crimes Against Personal Liberty And Security
CALABARZON,LAGUNA,BAY,TRANCA,10/5/2023,1:45:00,CONSUMMATED,"COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION  - RA 10591 (covers RA 9516, RA 8294, PD 1866)",Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/6/2023,18:35:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,PUYPUY,10/7/2023,18:23:00,CONSUMMATED,COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002  - RA 9165,Republic Act
CALABARZON,LAGUNA,BAY,CALO,10/8/2023,2:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
CALABARZON,LAGUNA,BAY,CALO,10/8/2023,2:00:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
CALABARZON,LAGUNA,BAY,TRANCA,10/9/2023,18:00:00,CONSUMMATED,"AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF ANTI-GAMBLING LAW PD. NO. 1602, AND FOR OTHER PURPOSES - PD 1602 as amended by RA 9287",Republic Act
CALABARZON,LAGUNA,BAY,DILA,10/10/2023,21:45:00,CONSUMMATED,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
